Frame,Wheelset,Frame_Flat_Time,Frame_Climb_Time,Frame_Aero_St,Frame_Weight_St,Frame_Price,Frame_Type,Frame_Level,Wheel_Flat_Time,Wheel_Climb_Time,Wheel_Aero_St,Wheel_Weight_St,Wheel_Price,Wheel_Level,Flat_Time,Climb_Time
Rid Noah Fast,Zwift Classic,3083.5,2964.5,3,3,426000,Standard,9,3091,2976,1,1,35600,2,3089.228819671898,2984.7268607315377
Canyon Aero 2021,Zwift Classic,3079,2941,3,3,568000,Standard,10,3091,2976,1,1,35600,2,3082.24425177067,2961.226860731532
Canyon Ult,Zwift Classic,3093,2940,2,4,461500,Standard,10,3091,2976,1,1,35600,2,3096.9232641163467,2960.226860731533
Specialized Shiv,Zwift Classic,2998,3011,4,1,710000,TT,10,3091,2976,1,1,35600,2,2992.4664739929153,3031.2268607315127
Specialized Shiv S-Works,Zwift Classic,2998,3002,4,1,852000,TT,10,3091,2976,1,1,35600,2,2991.8553628818063,3022.226860731511
Spec Tarmac Pro,Zwift Classic,3093,2936,2,4,408300,Standard,11,3091,2976,1,1,35600,2,3096.651659178076,2956.2268607315327
Cann Synapse,Zwift Classic,3093.5,2951,2,3,298200,Standard,12,3091,2976,1,1,35600,2,3098.7195604126405,2971.226860731536
Van Rysel EDR,Zwift Classic,3094.5,2960,2,3,326600,Standard,12,3091,2976,1,1,35600,2,3100.5282023879463,2980.2268607315377
Cervelo S3D,Zwift Classic,3083.5,2972.5,3,2,468600,Standard,13,3091,2976,1,1,35600,2,3090.2226468323893,2992.7268607315395
Giant TCR,Zwift Classic,3091.5,2945.5,3,3,745500,Standard,14,3091,2976,1,1,35600,2,3097.518943128687,2965.7268607315377
Spec Allez Spr,Zwift Classic,3083,2953,3,3,127800,Standard,14,3091,2976,1,1,35600,2,3087.84919004227,2973.2268607315355
Cervelo P5,Zwift Classic,2991,3003.5,4,1,710000,TT,15,3091,2976,1,1,35600,2,2983.5744986842783,3023.726860731508
Bridgestn SR9s,Zwift Classic,3093,2937.5,2,4,511200,Standard,15,3091,2976,1,1,35600,2,3096.7535110299273,2957.7268607315327
Moots Vamoots,Zwift Classic,3094.5,2975,2,2,852000,Standard,15,3091,2976,1,1,35600,2,3101.997338190412,2995.226860731541
Mosaic RT-1d,Zwift Classic,3094.5,2975,2,2,852000,Standard,15,3091,2976,1,1,35600,2,3101.997338190412,2995.226860731541
Ventum One,Zwift Classic,2994.5,3035,3,3,638900,Standard,15,3091,2976,1,1,35600,2,2987.435609795387,3055.2268607315104
Chapter2 Rere,Zwift Classic,3088,2963,3,3,355000,Standard,16,3091,2976,1,1,35600,2,3094.5158567089325,2983.2268607315395
Parlee ESX,Zwift Classic,3091.5,2959.5,3,3,603500,Standard,16,3091,2976,1,1,35600,2,3098.469560412635,2979.7268607315405
Quintana Roo V-PR,Zwift Classic,2998,3010,4,1,638600,TT,16,3091,2976,1,1,35600,2,2992.3985727583477,3030.2268607315123
Scott Foil,Zwift Classic,3088,2952.5,3,3,781000,Standard,17,3091,2976,1,1,35600,2,3093.8028937459717,2972.7268607315377
Scott Plasma,Zwift Classic,2998,3003,4,1,852000,TT,17,3091,2976,1,1,35600,2,2991.923264116374,3023.226860731511
Chapter2 Toa,Zwift Classic,3080,2943,3,3,426000,Standard,18,3091,2976,1,1,35600,2,3083.5775851040025,2963.2268607315323
Colnago V3RS,Zwift Classic,3094,2951.5,2,3,695800,Standard,18,3091,2976,1,1,35600,2,3099.3522764620225,2971.7268607315364
Spec Venge,Zwift Classic,3080,2963,3,3,461500,Standard,18,3091,2976,1,1,35600,2,3084.9356097953564,2983.226860731536
Specialized Shiv Disc,Zwift Classic,2986,3011,4,1,994000,TT,18,3091,2976,1,1,35600,2,2978.0961036225513,3031.2268607315073
BMC SLR01,Zwift Classic,3093.5,2947,2,3,376200,Standard,19,3091,2976,1,1,35600,2,3098.4479554743693,2967.226860731535
Canyon Ult CFR,Zwift Classic,3092,2935,2,4,639000,Standard,19,3091,2976,1,1,35600,2,3095.3862270793115,2955.226860731532
Uran Nuclear,Zwift Classic,3077,2949,3,3,184500,Standard,19,3091,2976,1,1,35600,2,3080.3923999188173,2969.2268607315323
Felt FR,Zwift Classic,3090,2940,3,3,851900,Standard,20,3091,2976,1,1,35600,2,3095.349190042269,2960.2268607315364
Trek Madone,Zwift Classic,3079,2952,3,3,887500,Standard,20,3091,2976,1,1,35600,2,3082.9911653509143,2972.2268607315336
Canyon Speedmax,Zwift Classic,2998,3012.5,4,1,710000,TT,21,3091,2976,1,1,35600,2,2992.568325844767,3032.7268607315127
BMC Road,Zwift Classic,3094.5,2964,2,3,780900,Standard,21,3091,2976,1,1,35600,2,3100.799807326217,2984.2268607315386
Giant Propel,Zwift Classic,3081.5,2954.5,3,3,816500,Standard,22,3091,2976,1,1,35600,2,3086.1547455978266,2974.726860731535
Liv Langma Disc,Zwift Classic,3089.5,2945,3,3,745500,Standard,22,3091,2976,1,1,35600,2,3095.0899307830095,2965.226860731537
Canyon Aero,Zwift Classic,3081.5,2960,3,3,532500,Standard,23,3091,2976,1,1,35600,2,3086.528202387949,2980.226860731536
BMC Time Machine,Zwift Classic,2998,3012,4,1,781000,TT,24,3091,2976,1,1,35600,2,2992.534375227483,3032.2268607315127
Cervelo R5,Zwift Classic,3093.5,2941.5,2,4,461500,Standard,24,3091,2976,1,1,35600,2,3097.6238814002973,2961.7268607315336
Pin Dogma 65.1,Zwift Classic,3091.5,2972,4,1,923000,TT,25,3091,2976,1,1,35600,2,3101.787461647195,2992.2268607315473
Cervelo S5,Zwift Classic,3079,2950,3,3,603500,Standard,25,3091,2976,1,1,35600,2,3082.855362881779,2970.226860731533
Canyon Speedmax CF SLX,Zwift Classic,2981,3009,4,1,891000,TT,26,3091,2976,1,1,35600,2,2971.9726468324307,3029.2268607315045
BMC TeamMach,Zwift Classic,3089.5,2942.5,3,3,832900,Standard,26,3091,2976,1,1,35600,2,3094.92017769659,2962.7268607315364
Trek Emonda SL,Zwift Classic,3094,2943,2,3,142000,Standard,26,3091,2976,1,1,35600,2,3098.775115968197,2963.2268607315345
Cann SystemSix,Zwift Classic,3080,2964.5,3,3,497000,Standard,27,3091,2976,1,1,35600,2,3085.0374616472077,2984.7268607315364
Cervelo S5 2020,Zwift Classic,3077,2949,3,3,852000,Standard,27,3091,2976,1,1,35600,2,3080.3923999188173,2969.2268607315323
Cube Aerium,Zwift Classic,2998.5,3010.5,4,1,248500,TT,28,3091,2976,1,1,35600,2,2993.03128880773,3030.7268607315123
Parlee RZ7,Zwift Classic,3086,2961,3,3,511200,Standard,28,3091,2976,1,1,35600,2,3091.984992511403,2981.2268607315386
Pin Dogma F10,Zwift Classic,3086,2952.5,3,2,603500,Standard,29,3091,2976,1,1,35600,2,3091.858449301528,2972.7268607315373
Pinarello Bolide,Zwift Classic,2999,3020,3,3,958500,Standard,29,3091,2976,1,1,35600,2,2991.805980165758,3040.22686073151
Spec Amira,Zwift Classic,3093.5,2946,2,3,142000,Standard,31,3091,2976,1,1,35600,2,3098.3800542398017,2966.226860731535
Spec Amira S-Works,Zwift Classic,3093.5,2940,2,4,355000,Standard,31,3091,2976,1,1,35600,2,3097.5220295484455,2960.226860731533
Zwift Aero,Zwift Classic,3085,2968,4,1,482800,TT,31,3091,2976,1,1,35600,2,3093.7319060916434,2988.2268607315436
Cube Lite,Zwift Classic,3094,2942,2,3,177500,Standard,32,3091,2976,1,1,35600,2,3098.7072147336294,2962.2268607315345
Cube Lite C:68X,Zwift Classic,3093,2936,2,4,373500,Standard,32,3091,2976,1,1,35600,2,3096.651659178076,2956.2268607315327
Pin Dogma F12,Zwift Classic,3083,2949,3,4,1029500,Standard,32,3091,2976,1,1,35600,2,3087.1269678200492,2969.226860731534
Trek Speed Concept SLR 9,Zwift Classic,2985.5,3042,4,1,958500,TT,32,3091,2976,1,1,35600,2,2979.6022764620516,3062.2268607315123
Scott Plasma RC Ultimate,Zwift Classic,2983,3001,4,1,1136000,TT,33,3091,2976,1,1,35600,2,2973.8244986842833,3021.226860731504
Scott Addict RC,Zwift Classic,3082.5,2935,3,4,852000,Standard,33,3091,2976,1,1,35600,2,3085.577585104003,2955.226860731531
Spec Venge S-Works,Zwift Classic,3077,2946,3,3,798800,Standard,33,3091,2976,1,1,35600,2,3080.1886962151143,2966.226860731532
Felt IA 2.0,Zwift Classic,2983,3001,4,1,1136000,TT,34,3091,2976,1,1,35600,2,2973.8244986842833,3021.226860731504
Felt AR,Zwift Classic,3077,2946,3,3,639000,Standard,34,3091,2976,1,1,35600,2,3080.1886962151143,2966.226860731532
Spec Aethos,Zwift Classic,3093,2930,2,4,923000,Standard,34,3091,2976,1,1,35600,2,3096.2442517706695,2950.2268607315314
Diamondback Andean,Zwift Classic,2998,3007.5,4,1,572900,TT,35,3091,2976,1,1,35600,2,2992.2288196719287,3027.726860731512
Cann SuperSix EVO,Zwift Classic,3090,2940,3,4,816500,Standard,36,3091,2976,1,1,35600,2,3094.898572758319,2960.2268607315355
Felt IA,Zwift Classic,2984,3009.5,4,1,1065000,TT,37,3091,2976,1,1,35600,2,2975.599190042306,3029.726860731506
Pin Dogma F8,Zwift Classic,3091,2955,3,3,710000,Standard,39,3091,2976,1,1,35600,2,3097.5652394249814,2975.2268607315395
Zwift Buffalo,Zwift Classic,3106,3065.5,1,1,9500,Standard,40,3091,2976,1,1,35600,2,3120.7967209064414,3085.7268607315596
CADEX Tri,Zwift Classic,2976.5,3006.5,4,1,1029500,TT,42,3091,2976,1,1,35600,2,2966.4140048571253,3026.726860731502
Zwift Safety,Zwift Classic,3097,3006.5,2,2,3550000,Standard,44,3091,2976,1,1,35600,2,3107.130054239787,3026.726860731548
Cervelo PX-Series,Zwift Classic,2984.5,3010,4,1,1065000,TT,45,3091,2976,1,1,35600,2,2976.231906091688,3030.226860731506
Zwift TT,Zwift Classic,3016,3027,4,1,0,TT,0,3091,2976,1,1,35600,2,3015.1084493015446,3047.226860731523
Pinarello Bolide TT,ENVE 3.4,2999,3021,3,3,0,Standard,0,3059,2960,3,4,191700,4,2961.356032113976,3012.97118940572
Spec Tarmac,ENVE 3.4,3093.5,2941,2,4,0,Standard,0,3059,2960,3,4,191700,4,3067.072081496664,2932.971189405743
Trek Emonda,ENVE 3.4,3093.5,2938,2,4,0,Standard,0,3059,2960,3,4,191700,4,3066.868377792961,2929.9711894057423
Zwift Carbon,ENVE 3.4,3096,2987,2,3,0,Standard,0,3059,2960,3,4,191700,4,3073.6399827312207,2978.971189405753
Cann CAAD12,ENVE 3.4,3095,2970.5,2,2,184500,Standard,2,3059,2960,3,4,191700,4,3071.7726987806063,2962.4711894057505
Rid Helium,ENVE 3.4,3094,2958,2,3,461500,Standard,3,3059,2960,3,4,191700,4,3069.2757852003633,2949.971189405747
Spec Allez,ENVE 3.4,3094.5,2973.5,2,2,127800,Standard,4,3059,2960,3,4,191700,4,3071.3776370522114,2965.471189405751
Spec Roub,ENVE 3.4,3094,2955,2,3,461500,Standard,5,3059,2960,3,4,191700,4,3069.0720814966603,2946.971189405747
Spec Roub S-Works,ENVE 3.4,3093,2946.5,2,3,745500,Standard,5,3059,2960,3,4,191700,4,3067.2973901386376,2938.471189405745
Spec Ruby,ENVE 3.4,3094,2955,2,3,461500,Standard,5,3059,2960,3,4,191700,4,3069.0720814966603,2946.971189405747
Spec Ruby S-Works,ENVE 3.4,3093.5,2946.5,2,3,745500,Standard,5,3059,2960,3,4,191700,4,3067.8961555707365,2938.471189405745
Spec Tarmac SL7,ENVE 3.4,3090,2958,3,3,674500,Standard,5,3059,2960,3,4,191700,4,3066.053562978139,2949.971189405749
Chapter2 Tere,ENVE 3.4,3093.5,2941.5,2,4,390500,Standard,6,3059,2960,3,4,191700,4,3067.106032113948,2933.471189405743
Ribble End,ENVE 3.4,3087,2966,3,3,390500,Standard,7,3059,2960,3,4,191700,4,3063.004180262089,2957.9711894057496
Zwift Steel,ENVE 3.4,3099.5,2995.5,1,2,142000,Standard,7,3059,2960,3,4,191700,4,3077.291217299122,2987.4711894057527
Factor One,ENVE 3.4,3084.5,2966,3,3,426000,Standard,8,3059,2960,3,4,191700,4,3060.0103531015966,2957.971189405748
Focus Izalco,ENVE 3.4,3082.5,2950,3,3,426000,Standard,8,3059,2960,3,4,191700,4,3056.5288716201194,2941.971189405744
Giant TCR Disc,ENVE 3.4,3091,2959,2,3,305300,Standard,8,3059,2960,3,4,191700,4,3065.7510938423397,2950.971189405746
Cann EVO,ENVE 3.4,3093,2934.5,2,4,213000,Standard,9,3059,2960,3,4,191700,4,3066.031958039875,2926.471189405742
Rid Noah Fast,ENVE 3.4,3083.5,2964.5,3,3,426000,Standard,9,3059,2960,3,4,191700,4,3058.710970385548,2956.4711894057473
Canyon Aero 2021,ENVE 3.4,3079,2941,3,3,568000,Standard,10,3059,2960,3,4,191700,4,3051.5,2933
Canyon Ult,ENVE 3.4,3093,2940,2,4,461500,Standard,10,3059,2960,3,4,191700,4,3066.4054148299974,2931.9711894057427
Specialized Shiv,ENVE 3.4,2998,3011,4,1,710000,TT,10,3059,2960,3,4,191700,4,2961.948624706566,3002.9711894057227
Specialized Shiv S-Works,ENVE 3.4,2998,3002,4,1,852000,TT,10,3059,2960,3,4,191700,4,2961.337513595457,2993.971189405721
Spec Tarmac Pro,ENVE 3.4,3093,2936,2,4,408300,Standard,11,3059,2960,3,4,191700,4,3066.1338098917267,2927.9711894057423
Cann Synapse,ENVE 3.4,3093.5,2951,2,3,298200,Standard,12,3059,2960,3,4,191700,4,3068.2017111262912,2942.971189405746
Van Rysel EDR,ENVE 3.4,3094.5,2960,2,3,326600,Standard,12,3059,2960,3,4,191700,4,3070.010353101597,2951.9711894057477
Cervelo S3D,ENVE 3.4,3083.5,2972.5,3,2,468600,Standard,13,3059,2960,3,4,191700,4,3059.70479754604,2964.471189405749
Giant TCR,ENVE 3.4,3091.5,2945.5,3,3,745500,Standard,14,3059,2960,3,4,191700,4,3067.001093842338,2937.4711894057473
Spec Allez Spr,ENVE 3.4,3083,2953,3,3,127800,Standard,14,3059,2960,3,4,191700,4,3057.331340755921,2944.971189405745
Cervelo P5,ENVE 3.4,2991,3003.5,4,1,710000,TT,15,3059,2960,3,4,191700,4,2953.056649397929,2995.471189405718
Bridgestn SR9s,ENVE 3.4,3093,2937.5,2,4,511200,Standard,15,3059,2960,3,4,191700,4,3066.235661743578,2929.4711894057423
Moots Vamoots,ENVE 3.4,3094.5,2975,2,2,852000,Standard,15,3059,2960,3,4,191700,4,3071.4794889040627,2966.971189405751
Mosaic RT-1d,ENVE 3.4,3094.5,2975,2,2,852000,Standard,15,3059,2960,3,4,191700,4,3071.4794889040627,2966.971189405751
Ventum One,ENVE 3.4,2994.5,3035,3,3,638900,Standard,15,3059,2960,3,4,191700,4,2956.9177605090376,3026.97118940572
Chapter2 Rere,ENVE 3.4,3088,2963,3,3,355000,Standard,16,3059,2960,3,4,191700,4,3063.998007422583,2954.971189405749
Parlee ESX,ENVE 3.4,3091.5,2959.5,3,3,603500,Standard,16,3059,2960,3,4,191700,4,3067.9517111262858,2951.47118940575
Quintana Roo V-PR,ENVE 3.4,2998,3010,4,1,638600,TT,16,3059,2960,3,4,191700,4,2961.8807234719984,3001.9711894057223
Scott Foil,ENVE 3.4,3088,2952.5,3,3,781000,Standard,17,3059,2960,3,4,191700,4,3063.2850444596224,2944.4711894057473
Scott Plasma,ENVE 3.4,2998,3003,4,1,852000,TT,17,3059,2960,3,4,191700,4,2961.4054148300247,2994.971189405721
Chapter2 Toa,ENVE 3.4,3080,2943,3,3,426000,Standard,18,3059,2960,3,4,191700,4,3052.5,2935
Colnago V3RS,ENVE 3.4,3094,2951.5,2,3,695800,Standard,18,3059,2960,3,4,191700,4,3068.8344271756732,2943.471189405746
Spec Venge,ENVE 3.4,3080,2963,3,3,461500,Standard,18,3059,2960,3,4,191700,4,3054.417760509007,2954.9711894057455
Specialized Shiv Disc,ENVE 3.4,2986,3011,4,1,994000,TT,18,3059,2960,3,4,191700,4,2947.578254336202,3002.9711894057173
BMC SLR01,ENVE 3.4,3093.5,2947,2,3,376200,Standard,19,3059,2960,3,4,191700,4,3067.93010618802,2938.971189405745
Canyon Ult CFR,ENVE 3.4,3092,2935,2,4,639000,Standard,19,3059,2960,3,4,191700,4,3064.8683777929623,2926.9711894057414
Uran Nuclear,ENVE 3.4,3077,2949,3,3,184500,Standard,19,3059,2960,3,4,191700,4,3049.874550632468,2940.971189405742
Felt FR,ENVE 3.4,3090,2940,3,3,851900,Standard,20,3059,2960,3,4,191700,4,3064.83134075592,2931.971189405746
Trek Madone,ENVE 3.4,3079,2952,3,3,887500,Standard,20,3059,2960,3,4,191700,4,3052.473316064565,2943.971189405743
Canyon Speedmax,ENVE 3.4,2998,3012.5,4,1,710000,TT,21,3059,2960,3,4,191700,4,2962.050476558418,3004.4711894057227
BMC Road,ENVE 3.4,3094.5,2964,2,3,780900,Standard,21,3059,2960,3,4,191700,4,3070.2819580398677,2955.9711894057486
Giant Propel,ENVE 3.4,3081.5,2954.5,3,3,816500,Standard,22,3059,2960,3,4,191700,4,3055.6368963114774,2946.4711894057446
Liv Langma Disc,ENVE 3.4,3089.5,2945,3,3,745500,Standard,22,3059,2960,3,4,191700,4,3064.5720814966603,2936.9711894057464
Canyon Aero,ENVE 3.4,3081.5,2960,3,3,532500,Standard,23,3059,2960,3,4,191700,4,3056.0103531016,2951.9711894057455
BMC Time Machine,ENVE 3.4,2998,3012,4,1,781000,TT,24,3059,2960,3,4,191700,4,2962.0165259411338,3003.9711894057227
Cervelo R5,ENVE 3.4,3093.5,2941.5,2,4,461500,Standard,24,3059,2960,3,4,191700,4,3067.106032113948,2933.471189405743
Pin Dogma 65.1,ENVE 3.4,3091.5,2972,4,1,923000,TT,25,3059,2960,3,4,191700,4,3071.2696123608457,2963.9711894057573
Cervelo S5,ENVE 3.4,3079,2950,3,3,603500,Standard,25,3059,2960,3,4,191700,4,3052.3375135954298,2941.9711894057427
Canyon Speedmax CF SLX,ENVE 3.4,2981,3009,4,1,891000,TT,26,3059,2960,3,4,191700,4,2941.4547975460814,3000.9711894057145
BMC TeamMach,ENVE 3.4,3089.5,2942.5,3,3,832900,Standard,26,3059,2960,3,4,191700,4,3064.402328410241,2934.471189405746
Trek Emonda SL,ENVE 3.4,3094,2943,2,3,142000,Standard,26,3059,2960,3,4,191700,4,3068.257266681848,2934.971189405744
Cann SystemSix,ENVE 3.4,3080,2964.5,3,3,497000,Standard,27,3059,2960,3,4,191700,4,3054.519612360859,2956.471189405746
Cervelo S5 2020,ENVE 3.4,3077,2949,3,3,852000,Standard,27,3059,2960,3,4,191700,4,3049.874550632468,2940.971189405742
Cube Aerium,ENVE 3.4,2998.5,3010.5,4,1,248500,TT,28,3059,2960,3,4,191700,4,2962.513439521381,3002.4711894057223
Parlee RZ7,ENVE 3.4,3086,2961,3,3,511200,Standard,28,3059,2960,3,4,191700,4,3061.467143225054,2952.971189405748
Pin Dogma F10,ENVE 3.4,3086,2952.5,3,2,603500,Standard,29,3059,2960,3,4,191700,4,3061.3406000151786,2944.471189405747
Pinarello Bolide,ENVE 3.4,2999,3020,3,3,958500,Standard,29,3059,2960,3,4,191700,4,2961.2881308794085,3011.9711894057195
Spec Amira,ENVE 3.4,3093.5,2946,2,3,142000,Standard,31,3059,2960,3,4,191700,4,3067.8622049534524,2937.971189405745
Spec Amira S-Works,ENVE 3.4,3093.5,2940,2,4,355000,Standard,31,3059,2960,3,4,191700,4,3067.0041802620963,2931.9711894057427
Zwift Aero,ENVE 3.4,3085,2968,4,1,482800,TT,31,3059,2960,3,4,191700,4,3063.214056805294,2959.9711894057536
Cube Lite,ENVE 3.4,3094,2942,2,3,177500,Standard,32,3059,2960,3,4,191700,4,3068.18936544728,2933.971189405744
Cube Lite C:68X,ENVE 3.4,3093,2936,2,4,373500,Standard,32,3059,2960,3,4,191700,4,3066.1338098917267,2927.9711894057423
Pin Dogma F12,ENVE 3.4,3083,2949,3,4,1029500,Standard,32,3059,2960,3,4,191700,4,3056.6091185337,2940.971189405744
Trek Speed Concept SLR 9,ENVE 3.4,2985.5,3042,4,1,958500,TT,32,3059,2960,3,4,191700,4,2949.0844271757023,3033.9711894057223
Scott Plasma RC Ultimate,ENVE 3.4,2983,3001,4,1,1136000,TT,33,3059,2960,3,4,191700,4,2943.306649397934,2992.971189405714
Scott Addict RC,ENVE 3.4,3082.5,2935,3,4,852000,Standard,33,3059,2960,3,4,191700,4,3055,2927
Spec Venge S-Works,ENVE 3.4,3077,2946,3,3,798800,Standard,33,3059,2960,3,4,191700,4,3049,2938
Felt IA 2.0,ENVE 3.4,2983,3001,4,1,1136000,TT,34,3059,2960,3,4,191700,4,2943.306649397934,2992.971189405714
Felt AR,ENVE 3.4,3077,2946,3,3,639000,Standard,34,3059,2960,3,4,191700,4,3049.670846928765,2937.9711894057414
Spec Aethos,ENVE 3.4,3093,2930,2,4,923000,Standard,34,3059,2960,3,4,191700,4,3065.5,2922
Diamondback Andean,ENVE 3.4,2998,3007.5,4,1,572900,TT,35,3059,2960,3,4,191700,4,2961.7109703855795,2999.471189405722
Cann SuperSix EVO,ENVE 3.4,3090,2940,3,4,816500,Standard,36,3059,2960,3,4,191700,4,3064.3807234719698,2931.9711894057455
Felt IA,ENVE 3.4,2984,3009.5,4,1,1065000,TT,37,3059,2960,3,4,191700,4,2945.0813407559567,3001.471189405716
Pin Dogma F8,ENVE 3.4,3091,2955,3,3,710000,Standard,39,3059,2960,3,4,191700,4,3067.047390138632,2946.971189405749
Zwift Buffalo,ENVE 3.4,3106,3065.5,1,1,9500,Standard,40,3059,2960,3,4,191700,4,3090.278871620092,3057.471189405769
CADEX Tri,ENVE 3.4,2976.5,3006.5,4,1,1029500,TT,42,3059,2960,3,4,191700,4,2935.896155570776,2998.471189405712
Zwift Safety,ENVE 3.4,3097,3006.5,2,2,3550000,Standard,44,3059,2960,3,4,191700,4,3076.612204953438,2998.471189405758
Cervelo PX-Series,ENVE 3.4,2984.5,3010,4,1,1065000,TT,45,3059,2960,3,4,191700,4,2945.7140568053387,3001.971189405716
Zwift TT,ENVE 3.4,3016,3027,4,1,0,TT,0,3059,2960,3,4,191700,4,2984.5906000151954,3018.971189405733
Pinarello Bolide TT,Roval CLX64,2999,3021,3,3,0,Standard,0,3055,2968,3,2,170400,5,2957.143755301279,3023.5943074869992
Spec Tarmac,Roval CLX64,3093.5,2941,2,4,0,Standard,0,3055,2968,3,2,170400,5,3062.8598046839666,2943.5943074870224
Trek Emonda,Roval CLX64,3093.5,2938,2,4,0,Standard,0,3055,2968,3,2,170400,5,3062.6561009802635,2940.5943074870215
Zwift Carbon,Roval CLX64,3096,2987,2,3,0,Standard,0,3055,2968,3,2,170400,5,3069.4277059185233,2989.5943074870324
Cann CAAD12,Roval CLX64,3095,2970.5,2,2,184500,Standard,2,3055,2968,3,2,170400,5,3067.560421967909,2973.0943074870297
Rid Helium,Roval CLX64,3094,2958,2,3,461500,Standard,3,3055,2968,3,2,170400,5,3065.063508387666,2960.594307487026
Spec Allez,Roval CLX64,3094.5,2973.5,2,2,127800,Standard,4,3055,2968,3,2,170400,5,3067.165360239514,2976.09430748703
Spec Roub,Roval CLX64,3094,2955,2,3,461500,Standard,5,3055,2968,3,2,170400,5,3064.859804683963,2957.594307487026
Spec Roub S-Works,Roval CLX64,3093,2946.5,2,3,745500,Standard,5,3055,2968,3,2,170400,5,3063.0851133259403,2949.0943074870243
Spec Ruby,Roval CLX64,3094,2955,2,3,461500,Standard,5,3055,2968,3,2,170400,5,3064.859804683963,2957.594307487026
Spec Ruby S-Works,Roval CLX64,3093.5,2946.5,2,3,745500,Standard,5,3055,2968,3,2,170400,5,3063.683878758039,2949.0943074870243
Spec Tarmac SL7,Roval CLX64,3090,2958,3,3,674500,Standard,5,3055,2968,3,2,170400,5,3061.8412861654415,2960.5943074870283
Chapter2 Tere,Roval CLX64,3093.5,2941.5,2,4,390500,Standard,6,3055,2968,3,2,170400,5,3062.8937553012506,2944.0943074870224
Ribble End,Roval CLX64,3087,2966,3,3,390500,Standard,7,3055,2968,3,2,170400,5,3058.7919034493916,2968.594307487029
Zwift Steel,Roval CLX64,3099.5,2995.5,1,2,142000,Standard,7,3055,2968,3,2,170400,5,3073.0789404864245,2998.094307487032
Factor One,Roval CLX64,3084.5,2966,3,3,426000,Standard,8,3055,2968,3,2,170400,5,3055.798076288899,2968.5943074870274
Focus Izalco,Roval CLX64,3082.5,2950,3,3,426000,Standard,8,3055,2968,3,2,170400,5,3052.316594807422,2952.5943074870233
Giant TCR Disc,Roval CLX64,3091,2959,2,3,305300,Standard,8,3055,2968,3,2,170400,5,3061.5388170296424,2961.594307487025
Cann EVO,Roval CLX64,3093,2934.5,2,4,213000,Standard,9,3055,2968,3,2,170400,5,3061.8196812271776,2937.094307487021
Rid Noah Fast,Roval CLX64,3083.5,2964.5,3,3,426000,Standard,9,3055,2968,3,2,170400,5,3054.4986935728507,2967.0943074870265
Canyon Aero 2021,Roval CLX64,3079,2941,3,3,568000,Standard,10,3055,2968,3,2,170400,5,3047.514125671623,2943.5943074870206
Canyon Ult,Roval CLX64,3093,2940,2,4,461500,Standard,10,3055,2968,3,2,170400,5,3062.1931380173,2942.594307487022
Specialized Shiv,Roval CLX64,2998,3011,4,1,710000,TT,10,3055,2968,3,2,170400,5,2957.7363478938687,3013.594307487002
Specialized Shiv S-Works,Roval CLX64,2998,3002,4,1,852000,TT,10,3055,2968,3,2,170400,5,2957.1252367827597,3004.594307487
Spec Tarmac Pro,Roval CLX64,3093,2936,2,4,408300,Standard,11,3055,2968,3,2,170400,5,3061.9215330790294,2938.5943074870215
Cann Synapse,Roval CLX64,3093.5,2951,2,3,298200,Standard,12,3055,2968,3,2,170400,5,3063.989434313594,2953.594307487025
Van Rysel EDR,Roval CLX64,3094.5,2960,2,3,326600,Standard,12,3055,2968,3,2,170400,5,3065.7980762888997,2962.594307487027
Cervelo S3D,Roval CLX64,3083.5,2972.5,3,2,468600,Standard,13,3055,2968,3,2,170400,5,3055.4925207333426,2975.0943074870283
Giant TCR,Roval CLX64,3091.5,2945.5,3,3,745500,Standard,14,3055,2968,3,2,170400,5,3062.7888170296405,2948.0943074870265
